"","comp","filt","neut"
"1",0,0.35,0.65
"2",0,0.5,0.5
"3",0,0.916666666666667,0.0833333333333333
"4",0,0.666666666666667,0.333333333333333
"5",0,0.466666666666667,0.533333333333333
"6",0,0.6,0.4
"7",0.0166666666666667,0.466666666666667,0.516666666666667
"8",0.316666666666667,0.25,0.433333333333333
